Date,ContractCode,Item,TradingVolume(Long),TradingValue(Long)(Thousands),TradingVolume(Short),TradingValue(Short)(Thousands),TradingVolume(Net),TradingValue(Net)(Thousands),OpenInterest(Long),ContractValueofOpenInterest(Long)(Thousands),OpenInterest(Short),ContractValueofOpenInterest(Short)(Thousands),OpenInterest(Net),ContractValueofOpenInterest(Net)(Thousands),download_timestamp,process_timestamp
20260731,微型臺指期貨,外資及陸資,236361,99719456,223672,94347785,12689,5371672,8310,3633714,539,235924,7771,3397790,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,微型臺指期貨,自營商,52298,22225903,22456,9597413,29842,12628490,5435,2390318,31997,14038956,-26562,-11648638,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,東證期貨,外資及陸資,107,85062,91,72473,16,12590,26,20774,93,74498,-67,-53724,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,東證期貨,自營商,51,40531,77,61183,-26,-20652,0,0,61,48760,-61,-48760,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國標普500期貨,外資及陸資,20,29710,14,20819,6,8891,77,115654,64,96209,13,19445,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國標普500期貨,投信,1,1499,0,0,1,1499,1,1502,0,0,1,1502,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國標普500期貨,自營商,0,0,3,4498,-3,-4498,0,0,51,76602,-51,-76602,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國費城半導體期貨,外資及陸資,34,30109,34,29282,0,827,391,365976,90,84240,301,281736,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國費城半導體期貨,自營商,21,19095,7,6383,14,12711,0,0,478,447408,-478,-447408,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國道瓊期貨,外資及陸資,44,45828,46,47916,-2,-2088,185,194873,94,98993,91,95880,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國道瓊期貨,投信,1,1052,0,0,1,1052,1,1053,0,0,1,1053,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國道瓊期貨,自營商,0,0,5,5258,-5,-5258,0,0,49,51599,-49,-51599,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國那斯達克100期貨,外資及陸資,244,343804,241,339791,3,4012,12,17339,448,640490,-436,-623151,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2856,0,0,2,2856,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,美國那斯達克100期貨,自營商,0,0,4,5688,-4,-5688,0,0,116,165619,-116,-165619,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,股票期貨,外資及陸資,216414,107413414,239834,122361097,-23420,-14947683,241917,160316445,603260,296085038,-361343,-135768593,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,股票期貨,投信,50,8874,50,8874,0,0,150,61882,216,36912,-66,24970,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,股票期貨,自營商,37401,13562444,34218,12936489,3183,625955,117945,34464277,309211,176430310,-191266,-141966033,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺灣永續期貨,自營商,0,0,0,0,0,0,214,506268,214,506268,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,8,1530,-8,-1530,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺股期貨,外資及陸資,79661,678072898,83953,715789471,-4292,-37716573,12704,111170593,95219,832927612,-82515,-721757019,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺股期貨,投信,9649,84376678,181,1576061,9468,82800618,88383,772944688,3058,26743433,85325,746201255,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,臺股期貨,自營商,7583,65268505,11958,103260466,-4375,-37991961,4767,41802482,7144,62534469,-2377,-20731987,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,英國富時100期貨,外資及陸資,12,6566,9,4927,3,1640,186,101672,0,0,186,101672,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,英國富時100期貨,自營商,0,0,0,0,0,0,105,57393,11,6022,94,51371,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,金融期貨,外資及陸資,205,662498,223,721527,-18,-59030,131,423733,179,578993,-48,-155260,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,金融期貨,投信,0,0,0,0,0,0,38,122915,0,0,38,122915,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,金融期貨,自營商,24,77045,22,71106,2,5938,21,67927,114,368744,-93,-300817,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,電子期貨,外資及陸資,111,1178318,51,544043,60,634275,25,278410,219,2438872,-194,-2160462,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,電子期貨,投信,13,144784,0,0,13,144784,211,2349780,0,0,211,2349780,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,電子期貨,自營商,58,605108,104,1084670,-46,-479563,11,122552,219,2438897,-208,-2316345,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,非金電期貨,外資及陸資,116,17755,77,11763,39,5993,54,8158,176,26588,-122,-18430,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260731,非金電期貨,自營商,182,27638,232,35421,-50,-7783,372,56242,575,86865,-203,-30623,2026-08-01 17:32:02 CST,2026-08-01 17:32:02 CST
20260803,ETF期貨,外資及陸資,14835,10031284,17146,11724155,-2311,-1692871,14769,11274113,5204,4119167,9565,7154946,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,ETF期貨,投信,1000,1019222,0,0,1000,1019222,9336,8592270,50,20280,9286,8571990,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,ETF期貨,自營商,6618,3591704,6411,2459318,207,1132385,14843,5614644,46327,25067454,-31484,-19452810,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,半導體30期貨,自營商,2,1473,0,0,2,1473,28,20607,25,18401,3,2206,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,富櫃200期貨,外資及陸資,0,0,0,0,0,0,10,8250,0,0,10,8250,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,富櫃200期貨,投信,0,0,0,0,0,0,44,36300,0,0,44,36300,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,富櫃200期貨,自營商,1,825,0,0,1,825,2,1658,55,45375,-53,-43717,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型臺指期貨,外資及陸資,183608,395656542,188984,407234531,-5376,-11577989,2223,4805919,3184,6884810,-961,-2078891,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型臺指期貨,投信,2,4336,5,10804,-3,-6468,130,280967,102,220417,28,60550,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型臺指期貨,自營商,11225,24234855,10833,23409181,392,825674,3046,6608007,8874,19248191,-5828,-12640184,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型金融期貨,外資及陸資,152,120882,195,154894,-43,-34012,4,3166,12,9497,-8,-6331,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型金融期貨,自營商,74,58910,36,28661,38,30249,162,128207,16,12662,146,115545,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型電子期貨,外資及陸資,511,702879,529,728156,-18,-25277,16,22128,47,65000,-31,-42872,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型電子期貨,投信,0,0,0,0,0,0,77,106489,0,0,77,106489,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,小型電子期貨,自營商,85,116949,36,49710,49,67239,182,251789,120,165957,62,85832,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,微型臺指期貨,外資及陸資,279485,120401540,280073,120677984,-588,-276444,8009,3461415,251,108760,7758,3352655,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,微型臺指期貨,自營商,22084,9562692,38631,16647420,-16547,-7084728,4766,2072323,47875,20744650,-43109,-18672327,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,東證期貨,外資及陸資,30,23714,91,71776,-61,-48063,27,21358,155,122690,-128,-101332,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,東證期貨,自營商,94,74093,32,25246,62,48848,63,49868,62,49049,1,819,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國標普500期貨,外資及陸資,16,24221,16,24144,0,77,73,110495,60,90795,13,19700,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國標普500期貨,投信,0,0,0,0,0,0,1,1513,0,0,1,1513,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國標普500期貨,自營商,12,18148,18,27394,-6,-9246,0,0,57,86435,-57,-86435,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國費城半導體期貨,外資及陸資,14,13151,14,12992,0,159,382,350768,81,74377,301,276391,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國費城半導體期貨,自營商,8,7334,8,7336,0,-2,0,0,478,438919,-478,-438919,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國道瓊期貨,外資及陸資,50,52639,30,31591,20,21048,199,210807,88,93198,111,117609,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國道瓊期貨,投信,0,0,0,0,0,0,1,1059,0,0,1,1059,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國道瓊期貨,自營商,3,3157,1,1058,2,2098,0,0,47,49772,-47,-49772,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國那斯達克100期貨,外資及陸資,458,654371,399,567859,59,86512,45,64679,422,604911,-377,-540232,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2865,0,0,2,2865,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,美國那斯達克100期貨,自營商,75,107322,156,224180,-81,-116859,0,0,197,283228,-197,-283228,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,股票期貨,外資及陸資,303248,133652483,334862,151085403,-31614,-17432921,227302,155584559,620259,312512457,-392957,-156927898,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,股票期貨,投信,75,595372,0,0,75,595372,216,660408,207,36100,9,624308,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,股票期貨,自營商,45500,19649936,51623,18753882,-6123,896055,116470,35684723,313859,180812591,-197389,-145127868,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺灣永續期貨,自營商,66,159233,66,159233,0,0,258,621141,258,621141,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,8,1611,-8,-1611,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺股期貨,外資及陸資,81955,707370423,88051,760235407,-6096,-52864984,9876,85429314,99914,863829894,-90038,-778400580,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺股期貨,投信,220,1903211,1645,14234330,-1425,-12331119,87038,752339064,3138,27124244,83900,725214820,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,臺股期貨,自營商,7423,64263895,4323,37449511,3100,26814384,5669,49119554,4951,42861318,718,6258236,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,英國富時100期貨,外資及陸資,1,545,4,2178,-3,-1633,183,99703,0,0,183,99703,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,英國富時100期貨,自營商,4,2178,0,0,4,2178,109,59383,11,6002,98,53381,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,金融期貨,外資及陸資,201,638240,267,848234,-66,-209994,102,322891,216,683770,-114,-360879,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,金融期貨,投信,0,0,0,0,0,0,38,120293,0,0,38,120293,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,金融期貨,自營商,42,133839,34,107887,8,25951,26,82306,111,351382,-85,-269076,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,電子期貨,外資及陸資,53,585182,89,980228,-36,-395046,24,265531,254,2810205,-230,-2544674,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,電子期貨,投信,36,398839,0,0,36,398839,247,2732759,0,0,247,2732759,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,電子期貨,自營商,18,198893,9,99658,9,99235,10,110690,206,2279169,-196,-2168479,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,非金電期貨,外資及陸資,62,9393,108,16318,-46,-6926,21,3143,189,28286,-168,-25143,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260803,非金電期貨,自營商,159,24061,54,8201,105,15860,389,58423,487,72884,-98,-14461,2026-08-04 18:12:34 CST,2026-08-04 18:12:34 CST
20260804,ETF期貨,外資及陸資,11658,7956687,12867,8967490,-1209,-1010803,15326,11868235,6970,5771173,8356,6097062,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,ETF期貨,投信,0,0,0,0,0,0,9336,8537761,50,20425,9286,8517336,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,ETF期貨,自營商,8487,3962420,7336,2951666,1151,1010755,15440,6105231,45773,24403290,-30333,-18298059,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,半導體30期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,半導體30期貨,自營商,37,26905,34,24833,3,2072,35,25851,29,21432,6,4419,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,富櫃200期貨,外資及陸資,0,0,0,0,0,0,10,8550,0,0,10,8550,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,富櫃200期貨,投信,3,2565,0,0,3,2565,47,40185,0,0,47,40185,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,富櫃200期貨,自營商,12,10207,5,4254,7,5953,3,2577,49,41895,-46,-39318,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型臺指期貨,外資及陸資,176950,379397199,175213,375514339,1737,3882860,4265,9245874,3339,7240364,926,2005510,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型臺指期貨,投信,2,4335,0,0,2,4335,132,286109,102,221054,30,65055,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型臺指期貨,自營商,11736,25188739,10804,23220877,932,1967862,3290,7156271,8241,17928847,-4951,-10772576,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型金融期貨,外資及陸資,172,136776,178,141535,-6,-4759,3,2385,17,13515,-14,-11130,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型金融期貨,自營商,47,37424,46,36552,1,872,160,127200,13,10335,147,116865,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型電子期貨,外資及陸資,646,879625,591,804188,55,75437,52,71241,28,38370,24,32871,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型電子期貨,投信,0,0,0,0,0,0,77,105492,0,0,77,105492,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,小型電子期貨,自營商,128,173280,211,285418,-83,-112138,137,187957,166,227424,-29,-39467,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,微型臺指期貨,外資及陸資,262976,112677939,260328,111522243,2648,1155696,9724,4214771,568,246458,9156,3968313,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,微型臺指期貨,自營商,34544,14894730,29114,12465451,5430,2429279,5022,2188803,42666,18541344,-37644,-16352541,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,東證期貨,外資及陸資,53,41928,40,31541,13,10387,26,20571,141,111496,-115,-90925,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,東證期貨,自營商,117,92140,134,105667,-17,-13527,48,37960,64,50637,-16,-12677,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,櫃買指數期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國標普500期貨,外資及陸資,4,6176,16,24197,-12,-18021,61,93428,60,91815,1,1613,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國標普500期貨,投信,0,0,0,0,0,0,1,1530,0,0,1,1530,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國標普500期貨,自營商,20,30315,5,7720,15,22595,0,0,42,64518,-42,-64518,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國費城半導體期貨,外資及陸資,11,9788,21,18840,-10,-9052,382,354129,91,84361,291,269768,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國費城半導體期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國費城半導體期貨,自營商,13,11852,0,0,13,11852,0,0,465,431074,-465,-431074,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國道瓊期貨,外資及陸資,120,127751,50,53202,70,74549,216,231323,35,37436,181,193887,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國道瓊期貨,投信,0,0,0,0,0,0,1,1070,0,0,1,1070,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國道瓊期貨,自營商,12,12740,27,28868,-15,-16128,0,0,62,66497,-62,-66497,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國那斯達克100期貨,外資及陸資,460,663347,354,510875,106,152472,132,192362,403,585700,-271,-393338,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2907,0,0,2,2907,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,美國那斯達克100期貨,自營商,182,264198,202,292472,-20,-28274,0,0,217,316535,-217,-316535,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,股票期貨,外資及陸資,358762,176540731,364566,186873668,-5804,-10332937,225028,150811942,623789,323028493,-398761,-172216551,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,股票期貨,投信,919,1381873,46,10458,873,1371415,1089,2076719,207,37069,882,2039650,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,股票期貨,自營商,52414,23050038,55585,20072833,-3171,2977205,115951,38524929,316511,182948254,-200560,-144423325,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺灣永續期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺灣永續期貨,自營商,53,126901,53,126901,0,0,215,513950,215,513950,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺灣生技期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,8,1639,-8,-1639,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺股期貨,外資及陸資,75611,649048535,73456,630261099,2155,18787437,8626,74836350,96484,836586741,-87858,-761750391,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺股期貨,投信,25,216715,1377,11916029,-1352,-11699314,85936,744961997,3388,29369894,82548,715592103,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,臺股期貨,自營商,7514,64610720,5888,50747168,1626,13863552,6692,58131573,4336,37648180,2356,20483393,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,航運期貨,外資及陸資,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,英國富時100期貨,外資及陸資,16,8680,19,10308,-3,-1628,180,97875,0,0,180,97875,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,英國富時100期貨,自營商,0,0,0,0,0,0,109,59263,11,6001,98,53262,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
20260804,金融期貨,外資及陸資,231,734548,232,737550,-1,-3002,109,346620,224,712320,-115,-365700,2026-08-05 18:08:55 CST,2026-08-05 18:08:55 CST
